|V|	|E|	time	approx	optimal
7	13	0.01	1468	0.526	1468
7	6	0.007	1018	0.302	1018
7	13	0.01	1572	0.529	1572
7	10	0.009	2642	0.432	1751
7	7	0.008	2256	0.441	1308
7	8	0.014	636	0.503	636
7	9	0.014	2010	0.54	1984
7	13	0.015	1680	0.71	1134
7	11	0.018	2784	0.639	2200
7	10	0.017	2042	0.612	1921
7	8	0.015	977	0.525	977
7	13	0.017	1501	0.761	925
7	9	0.015	2926	0.568	2473
7	10	0.014	730	0.6	730
7	10	0.016	1676	0.603	1676
7	10	0.015	2980	0.552	1615
7	10	0.012	1983	0.432	1298
7	14	0.01	1285	0.591	1285
7	12	0.012	2583	0.498	1720
7	3	0.005	841	0.249	841
7	13	0.017	1813	0.63	1813
7	12	0.013	2658	0.504	1390
7	10	0.009	3750	0.544	2116
7	9	0.014	1752	0.591	1752
7	11	0.015	3033	0.491	2330
7	8	0.011	3576	0.365	1913
7	14	0.01	1245	0.56	1245
7	9	0.008	3325	0.393	1997
7	16	0.011	2180	0.621	1625
7	8	0.008	1920	0.38	1385
7	14	0.01	2237	0.56	1369
7	11	0.01	1425	0.463	833
7	13	0.01	1895	0.534	1895
7	12	0.01	2762	0.499	1843
7	8	0.007	1394	0.368	1394
7	12	0.01	3682	0.496	2033
7	12	0.008	1513	0.498	1513
7	11	0.009	2079	0.485	2053
7	12	0.012	1840	0.507	1388
7	14	0.01	2081	0.565	2018
7	14	0.011	2201	0.56	1269
7	7	0.007	1494	0.33	1093
7	9	0.007	1683	0.42	1522
7	12	0.011	3261	0.584	2506
7	8	0.01	662	0.371	662
7	10	0.01	1070	0.429	1070
7	7	0.007	910	0.341	910
7	8	0.01	942	0.375	942
7	13	0.014	3007	0.528	2446
7	15	0.01	2305	0.589	2305
7	8	0.007	1455	0.378	1455
7	14	0.013	1380	0.561	1380
7	10	0.01	1731	0.446	1260
7	14	0.012	2419	0.571	2419
7	9	0.009	2522	0.412	1799
7	15	0.013	2382	0.616	2150
7	16	0.013	3759	0.623	2229
7	10	0.009	2182	0.435	2013
7	10	0.009	1039	0.452	1037
7	11	0.017	3536	0.669	2062
7	11	0.017	1801	0.667	1453
7	5	0.011	1648	0.413	1648
7	9	0.014	937	0.593	937
7	9	0.015	2051	0.601	1754
7	11	0.016	3611	0.68	2207
7	8	0.013	2085	0.54	1901
7	10	0.015	2930	0.63	2051
7	6	0.013	918	0.461	630
7	10	0.016	2417	0.628	1990
7	10	0.013	803	0.64	803
7	9	0.014	1213	0.588	882
7	7	0.014	1540	0.496	1053
7	10	0.015	2054	0.622	1465
7	7	0.013	2224	0.353	1579
7	10	0.012	2211	0.443	1256
7	10	0.01	1823	0.434	1596
7	13	0.011	2287	0.53	1785
7	12	0.01	1991	0.553	1500
7	12	0.012	1399	0.515	1399
7	13	0.012	4010	0.595	2344
7	11	0.012	2737	0.501	1903
7	11	0.012	3734	0.479	2631
7	3	0.006	515	0.195	515
7	11	0.008	797	0.471	797
7	10	0.008	2377	0.438	1422
7	8	0.007	2532	0.365	1769
7	4	0.005	728	0.221	728
7	7	0.007	1280	0.337	1039
7	11	0.009	2851	0.469	1832
7	9	0.008	2293	0.418	2293
7	11	0.01	2510	0.486	2100
7	13	0.013	1834	0.547	1426
7	11	0.012	1677	0.506	968
7	12	0.012	2397	0.497	1491
7	14	0.011	1829	0.577	1434
7	9	0.011	1935	0.403	1423
7	9	0.008	1697	0.397	1693
7	9	0.007	1328	0.404	1228
7	10	0.009	3993	0.447	2277
7	13	0.011	2944	0.561	2225
7	12	0.013	2422	0.551	1687
7	6	0.009	533	0.309	424
7	12	0.012	2877	0.536	1889
7	7	0.01	2107	0.357	2098
7	10	0.01	1572	0.438	1572
7	8	0.01	2709	0.505	1539
7	12	0.015	2359	0.692	2359
7	7	0.011	1461	0.472	1461
7	8	0.011	1064	0.507	1064
7	10	0.012	1929	0.589	1271
7	12	0.013	1620	0.498	1556
7	9	0.009	2134	0.414	1176
7	12	0.011	2866	0.51	2799
7	8	0.009	922	0.38	572
7	11	0.011	2998	0.469	1653
7	12	0.009	1921	0.518	1291
7	10	0.014	918	0.578	918
7	9	0.011	476	0.471	476
7	13	0.014	4277	0.526	2838
7	10	0.009	3264	0.435	2635
7	16	0.011	3652	0.626	3115
7	11	0.011	4221	0.469	2298
7	11	0.009	2394	0.463	1791
7	7	0.008	1559	0.338	1064
7	8	0.012	1375	0.48	1375
7	7	0.01	999	0.454	999
7	6	0.01	1023	0.402	1023
7	8	0.01	1681	0.484	1525
7	8	0.01	2156	0.494	2156
7	9	0.013	1167	0.528	1090
7	11	0.011	2083	0.612	2083
7	17	0.016	2357	0.857	1627
7	9	0.013	1152	0.427	1108
7	7	0.009	1919	0.335	1565
7	6	0.007	1609	0.304	865
7	11	0.008	1567	0.478	1427
7	8	0.009	1942	0.366	1716
7	9	0.008	2640	0.401	1720
7	12	0.009	1625	0.5	1381
7	13	0.009	549	0.538	549
7	10	0.01	2791	0.436	2091
7	12	0.01	3813	0.497	2596
7	8	0.008	2648	0.41	1613
7	13	0.012	2811	0.543	2064
7	10	0.011	3572	0.432	2407
7	8	0.007	529	0.361	529
7	11	0.009	3057	0.468	2309
7	10	0.009	939	0.433	939
7	13	0.008	2726	0.52	2344
7	10	0.009	1984	0.433	1125
7	8	0.007	892	0.373	892
7	9	0.009	1349	0.416	1160
7	12	0.01	3031	0.495	1843
7	11	0.009	1525	0.535	1347
7	11	0.015	3200	0.499	2211
7	7	0.009	1837	0.334	1523
7	7	0.007	865	0.335	746
7	11	0.009	3956	0.472	3104
7	8	0.007	2045	0.371	1656
7	9	0.009	2594	0.4	1944
7	9	0.009	3434	0.42	1890
7	12	0.009	2823	0.492	2665
7	9	0.007	840	0.399	840
7	16	0.011	2648	0.624	1684
7	11	0.009	932	0.467	808
7	12	0.009	3227	0.501	2516
7	9	0.008	1814	0.407	1474
7	9	0.008	3062	0.42	2143
7	7	0.009	2532	0.344	2532
7	11	0.009	966	0.486	966
7	10	0.011	1421	0.452	1405
7	12	0.012	1999	0.505	1661
7	8	0.009	1869	0.461	1643
7	14	0.017	3023	0.567	2309
7	8	0.009	1338	0.369	1058
7	8	0.008	1563	0.37	1563
7	10	0.009	1231	0.451	723
7	9	0.01	3164	0.403	2226
7	11	0.009	1961	0.466	1428
7	14	0.01	1546	0.564	1546
7	12	0.011	2090	0.522	1625
7	6	0.009	1820	0.305	1159
7	9	0.008	2660	0.404	1710
7	7	0.007	1621	0.33	863
7	11	0.008	1281	0.468	1281
7	9	0.009	1033	0.403	1033
7	13	0.011	2789	0.529	1734
7	9	0.009	2467	0.412	1628
7	6	0.007	2629	0.302	2064
7	9	0.008	2200	0.4	1795
7	13	0.01	3770	0.53	2181
7	14	0.01	2868	0.56	2812
7	11	0.009	2136	0.476	1827
7	13	0.01	1233	0.525	1233
7	9	0.008	2593	0.528	2173
7	12	0.015	2883	0.529	2396
7	9	0.01	1470	0.397	1386
7	12	0.009	2325	0.487	1753
7	14	0.01	2627	0.563	1904
7	14	0.011	2110	0.575	1568
7	9	0.01	2021	0.393	1100
7	11	0.01	2115	0.465	1539
7	11	0.009	1204	0.463	1023
7	11	0.009	3984	0.461	2372
7	13	0.009	3870	0.525	2923
7	10	0.008	556	0.451	556
7	11	0.011	4346	0.472	2805
7	11	0.009	2238	0.476	2238
7	10	0.009	1887	0.436	1670
7	6	0.006	1442	0.304	1110
7	7	0.007	2793	0.329	2010
7	10	0.008	2135	0.437	1393
7	13	0.01	2568	0.566	1716
7	8	0.011	2183	0.37	1463
7	15	0.011	2880	0.595	2292
7	10	0.009	3569	0.43	2735
7	8	0.007	2636	0.374	2264
7	6	0.007	1877	0.304	1352
7	10	0.008	1531	0.435	1531
7	10	0.008	776	0.428	776
7	10	0.008	2938	0.427	2521
7	12	0.01	915	0.506	915
7	14	0.012	2198	0.566	1439
7	12	0.009	2464	0.491	2366
7	8	0.008	2307	0.373	1702
7	11	0.01	1666	0.469	1666
7	11	0.009	3393	0.463	1936
7	8	0.008	2002	0.37	1479
7	15	0.011	2525	0.595	1741
7	11	0.01	1339	0.462	949
7	7	0.008	2209	0.336	1502
7	9	0.007	1915	0.405	1019
7	8	0.008	3120	0.359	2182
7	10	0.009	2312	0.472	1497
7	10	0.014	2364	0.577	1971
7	13	0.014	1845	0.536	1845
7	6	0.009	2546	0.304	1674
7	8	0.008	1358	0.385	1181
7	6	0.009	2384	0.308	1420
7	5	0.01	646	0.259	646
7	13	0.01	1478	0.53	1478
7	9	0.008	2170	0.413	2070
7	13	0.011	2678	0.527	2171
7	12	0.009	1921	0.501	1852
7	14	0.011	3025	0.58	1975
7	14	0.012	1941	0.563	1463
7	12	0.01	2861	0.519	1871
7	8	0.01	2340	0.373	1400
7	14	0.01	2421	0.666	1455
7	16	0.018	1214	0.817	1214
7	10	0.016	2832	0.509	1880
7	12	0.019	3736	0.655	2562
7	12	0.017	2643	0.662	2243
7	11	0.016	1481	0.618	1481
7	10	0.03	2082	0.448	1445
7	7	0.01	2743	0.334	1871
7	10	0.009	2217	0.434	1651
7	10	0.008	1060	0.448	1060
7	9	0.01	2740	0.409	2033
7	13	0.012	2643	0.539	1456
7	9	0.01	2865	0.406	2105
7	10	0.008	2359	0.432	2359
7	10	0.009	521	0.45	521
7	11	0.01	1449	0.469	1020
7	9	0.009	2308	0.406	1382
7	12	0.01	3029	0.492	2378
7	8	0.007	560	0.377	560
7	8	0.01	3060	0.373	1703
7	16	0.012	2135	0.627	1651
7	11	0.01	2743	0.475	1955
7	12	0.011	1987	0.679	1502
7	8	0.017	957	0.424	957
7	11	0.013	2413	0.486	1550
7	9	0.01	3213	0.408	2161
7	14	0.011	1049	0.561	927
