|V|	|E|	time	approx	optimal
7	9	0.008	385	0.4	385
7	11	0.009	2574	0.465	1886
7	13	0.009	2112	0.535	2037
7	10	0.009	1040	0.505	1012
7	12	0.018	1752	0.662	1226
7	10	0.011	1600	0.433	1474
7	14	0.009	1542	0.565	1542
7	14	0.011	3875	0.561	2730
7	11	0.009	3972	0.469	2171
7	11	0.011	2949	0.476	1791
7	11	0.01	1243	0.453	1243
7	14	0.01	1905	0.562	1312
7	8	0.006	281	0.366	281
7	8	0.007	1263	0.365	964
7	12	0.01	2653	0.487	2033
7	14	0.01	2184	0.56	1587
7	12	0.009	2470	0.496	1907
7	10	0.009	3379	0.462	1735
7	13	0.012	2210	0.526	2210
7	12	0.01	1767	0.493	1142
7	10	0.009	3138	0.428	1806
7	14	0.009	2158	0.557	1634
7	12	0.009	1244	0.509	1244
7	9	0.01	3918	0.4	2725
7	10	0.009	931	0.432	828
7	8	0.007	2224	0.371	1928
7	9	0.009	1580	0.403	1094
7	8	0.008	2208	0.429	1381
7	7	0.011	2756	0.335	1722
7	14	0.011	2955	0.565	2063
7	11	0.009	2278	0.463	1731
7	12	0.01	2035	0.493	1709
7	11	0.008	2185	0.482	2185
7	11	0.011	2290	0.489	1408
7	16	0.013	1928	0.63	1763
7	9	0.01	2213	0.399	1850
7	13	0.01	3125	0.524	2178
7	11	0.008	1633	0.468	1633
7	12	0.009	1346	0.494	1346
7	10	0.008	1100	0.431	1100
7	10	0.008	1898	0.447	1537
7	9	0.01	1457	0.428	1030
7	11	0.016	1672	0.532	910
7	10	0.01	2312	0.43	2312
7	12	0.01	3433	0.495	2374
7	14	0.01	1182	0.562	918
7	10	0.009	2427	0.432	1595
7	8	0.008	1021	0.369	934
7	11	0.009	2004	0.476	1207
7	8	0.01	3213	0.384	1710
7	13	0.01	2785	0.526	2607
7	8	0.007	619	0.357	604
7	10	0.008	2373	0.439	1956
7	11	0.01	1643	0.468	1200
7	12	0.01	2240	0.514	1340
7	12	0.011	2823	0.506	2033
7	13	0.01	1968	0.559	1968
7	13	0.012	1760	0.541	1407
7	11	0.012	1885	0.475	1108
7	9	0.008	2039	0.418	2039
7	16	0.011	972	0.636	972
7	12	0.01	625	0.494	625
7	7	0.008	2451	0.336	1651
7	11	0.009	2481	0.468	2287
7	13	0.01	3024	0.568	2090
7	9	0.011	2224	0.404	1730
7	8	0.007	1152	0.372	924
7	11	0.009	3795	0.464	2725
7	8	0.008	3597	0.38	2021
7	10	0.008	1538	0.435	1538
7	12	0.009	2890	0.495	2757
7	13	0.01	2829	0.528	2102
7	11	0.009	3329	0.472	2019
7	13	0.01	1693	0.534	1693
7	12	0.009	1098	0.497	1098
7	12	0.009	3919	0.499	2669
7	11	0.011	3151	0.463	1633
7	6	0.008	2109	0.309	1337
7	9	0.009	1922	0.401	1023
7	10	0.008	2267	0.436	1440
7	9	0.007	838	0.411	838
7	9	0.009	2500	0.491	1934
7	14	0.017	2067	0.635	2030
7	13	0.012	3938	0.525	2918
7	15	0.01	1206	0.589	1206
7	11	0.009	3392	0.458	2104
7	7	0.007	762	0.336	762
7	8	0.007	1189	0.384	1189
7	13	0.011	2017	0.535	2017
7	12	0.01	3711	0.502	2366
7	8	0.007	817	0.367	817
7	7	0.007	847	0.339	847
7	13	0.01	1137	0.537	890
7	10	0.008	908	0.435	908
7	12	0.009	886	0.49	886
7	11	0.009	1580	0.478	1221
7	11	0.01	2251	0.466	1859
7	12	0.009	3166	0.509	2219
7	9	0.011	2728	0.408	1730
7	8	0.01	2828	0.374	1728
7	10	0.008	899	0.44	899
7	11	0.011	1709	0.479	974
7	15	0.012	2806	0.595	2306
7	11	0.011	2371	0.485	1637
7	13	0.011	2666	0.548	1468
7	11	0.011	2118	0.468	1645
7	13	0.01	1459	0.532	1124
7	13	0.01	2600	0.53	2433
7	11	0.009	2095	0.462	1381
7	6	0.006	1875	0.32	1239
7	11	0.011	3379	0.469	2509
7	12	0.008	2104	0.51	1217
7	13	0.011	1755	0.531	1267
7	9	0.008	2644	0.415	1822
7	12	0.012	2741	0.502	1867
7	10	0.009	1118	0.43	1060
7	9	0.007	2796	0.404	2359
7	10	0.009	1884	0.448	1171
7	13	0.012	1315	0.549	946
7	12	0.019	1346	0.633	1346
7	8	0.01	2356	0.365	2011
7	12	0.009	1784	0.492	1368
7	15	0.011	3529	0.594	1999
7	12	0.009	2654	0.496	1915
7	12	0.009	2144	0.497	2081
7	11	0.009	2127	0.483	1391
7	10	0.011	3130	0.449	2033
7	10	0.011	1507	0.49	1340
7	15	0.014	2729	0.592	1748
7	11	0.009	823	0.489	823
7	11	0.012	1695	0.465	1071
7	14	0.011	1567	0.567	1539
7	10	0.009	1691	0.433	1061
7	8	0.007	998	0.38	998
7	9	0.011	3355	0.392	1942
7	11	0.008	2271	0.469	2260
7	10	0.008	1438	0.441	1212
7	12	0.008	1823	0.493	1645
7	11	0.009	1925	0.46	1531
7	13	0.008	1258	0.534	911
7	11	0.009	1507	0.474	1203
7	11	0.009	1829	0.473	1332
7	11	0.01	1371	0.464	1371
7	9	0.009	3573	0.445	2286
7	10	0.011	1655	0.437	1345
7	10	0.008	1213	0.439	921
7	12	0.009	2020	0.5	1915
7	9	0.009	2160	0.404	1410
7	9	0.008	1695	0.4	1233
7	10	0.009	1740	0.437	1020
7	12	0.011	2806	0.5	1837
7	12	0.01	4139	0.497	2280
7	10	0.009	2913	0.434	2469
7	10	0.008	3155	0.472	2271
7	12	0.016	3270	0.663	2253
7	12	0.015	2056	0.58	2056
7	9	0.012	1161	0.419	827
7	10	0.009	1410	0.656	943
7	8	0.015	318	0.367	168
7	12	0.011	1848	0.497	1254
7	9	0.008	1180	0.417	1030
7	8	0.009	2080	0.407	1497
7	12	0.013	2666	0.506	2666
7	15	0.017	2105	0.622	1873
7	7	0.01	1182	0.391	1154
7	11	0.012	2449	0.479	1971
7	10	0.016	1782	0.46	1511
7	14	0.012	2158	0.564	2158
7	9	0.008	2019	0.395	1696
7	11	0.008	544	0.471	544
7	11	0.009	2512	0.488	1317
7	9	0.01	1532	0.438	1532
7	12	0.012	2150	0.507	1756
7	11	0.01	1746	0.467	1003
7	12	0.011	2882	0.492	1830
7	9	0.008	1137	0.405	1137
7	13	0.01	3325	0.53	1743
7	10	0.009	2432	0.433	2083
7	8	0.008	2188	0.369	1552
7	12	0.01	2812	0.513	1527
7	8	0.008	1023	0.381	1023
7	10	0.01	2167	0.433	1620
7	9	0.008	2025	0.405	1074
7	11	0.009	2697	0.47	2113
7	13	0.01	4044	0.529	2504
7	11	0.009	1904	0.474	1817
7	10	0.008	836	0.437	668
7	15	0.011	2006	0.603	1105
7	6	0.008	646	0.312	646
7	6	0.006	1626	0.298	1541
7	9	0.008	2172	0.402	1535
7	14	0.011	2325	0.565	1511
7	16	0.011	3282	0.623	2286
7	13	0.01	2958	0.531	2504
7	12	0.017	1275	0.538	1275
7	5	0.01	2245	0.284	1641
7	10	0.01	1102	0.43	822
7	12	0.009	753	0.492	753
7	8	0.008	2879	0.365	2230
7	7	0.008	2365	0.337	1959
7	8	0.007	1916	0.371	1057
7	10	0.009	2269	0.434	1525
7	10	0.008	2112	0.428	1361
7	8	0.007	1301	0.368	1034
7	13	0.01	3249	0.541	2183
7	15	0.011	3357	0.636	2876
7	10	0.016	2387	0.486	1583
7	14	0.014	4611	0.566	3628
7	14	0.01	2683	0.562	2429
7	13	0.01	3373	0.537	2392
7	11	0.014	2535	0.516	1699
7	9	0.017	2201	0.414	2079
7	8	0.009	3114	0.376	2128
7	9	0.009	1931	0.407	1206
7	11	0.01	1630	0.471	1120
7	13	0.01	4086	0.563	2943
7	9	0.011	1605	0.441	1398
7	11	0.012	2166	0.468	1322
7	7	0.008	2960	0.332	2074
7	10	0.008	2321	0.457	2276
7	11	0.011	3105	0.471	1840
7	12	0.009	1957	0.521	1890
7	11	0.012	2976	0.523	2169
7	13	0.011	1340	0.535	864
7	9	0.009	2783	0.412	2144
7	12	0.01	2025	0.508	1338
7	10	0.015	2845	0.51	1674
7	10	0.017	1768	0.51	1456
7	8	0.016	2929	0.393	1744
7	8	0.01	2325	0.41	1252
7	13	0.013	2509	0.595	2509
7	11	0.013	3810	0.483	2262
7	11	0.018	2613	0.535	1765
7	10	0.012	1429	0.472	1429
7	11	0.013	3150	0.489	2054
7	10	0.015	1948	0.467	1948
7	8	0.011	1034	0.438	1034
7	10	0.018	1215	0.627	1215
7	15	0.021	2444	0.849	1672
7	9	0.014	862	0.598	799
7	7	0.014	2206	0.492	1362
7	9	0.013	698	0.582	698
7	9	0.015	2564	0.586	1645
7	12	0.018	3874	0.724	2297
7	12	0.018	3763	0.719	2038
7	14	0.019	2282	0.825	1297
7	11	0.017	810	0.681	707
7	10	0.016	2285	0.638	1766
7	8	0.013	1777	0.54	1777
7	12	0.016	2194	0.629	1995
7	6	0.01	2018	0.305	1109
7	9	0.01	2194	0.42	1381
7	11	0.01	644	0.466	375
7	13	0.011	3451	0.547	2031
7	12	0.011	1857	0.497	1574
7	12	0.008	1619	0.487	1452
7	9	0.007	1671	0.403	1671
7	11	0.01	2479	0.478	1941
7	11	0.009	2652	0.462	2448
7	13	0.009	3428	0.542	2590
7	13	0.011	1413	0.531	1413
7	11	0.01	3176	0.476	1624
7	11	0.009	1665	0.462	1086
7	9	0.009	2012	0.394	1416
7	12	0.01	1532	0.512	1428
7	12	0.019	2990	0.533	1846
7	12	0.012	3780	0.519	2798
7	10	0.011	3468	0.432	1796
7	8	0.008	371	0.372	371
7	8	0.007	1165	0.364	1064
7	14	0.011	3396	0.559	2086
7	13	0.01	2745	0.54	2204
7	11	0.011	2316	0.514	2316
7	12	0.012	2132	0.495	1368
7	8	0.008	2489	0.376	1606
7	10	0.009	3510	0.432	1876
7	8	0.008	641	0.363	641
7	9	0.008	1318	0.408	1085
7	12	0.009	1955	0.492	1425
7	9	0.008	3630	0.401	2767
7	12	0.01	2264	0.614	1710
7	12	0.013	1670	0.626	1670
7	9	0.012	1330	0.41	942
7	9	0.009	2466	0.401	2001
7	14	0.011	3472	0.57	2278
7	11	0.011	3939	0.503	2575
7	10	0.01	1749	0.439	1749
7	12	0.011	2756	0.511	2254
7	10	0.01	853	0.47	853
7	12	0.011	639	0.541	639
7	7	0.01	2375	0.334	2179
7	14	0.011	3524	0.614	2442
7	12	0.012	1501	0.499	1501
7	14	0.011	3260	0.603	2604
7	10	0.011	1355	0.477	1355
7	11	0.011	2076	0.464	1673
7	9	0.008	2210	0.398	1406
7	13	0.009	2270	0.547	1703
7	12	0.01	3149	0.498	2315
7	9	0.008	1300	0.405	1136
7	9	0.009	2351	0.396	1540
7	11	0.009	2754	0.462	1827
7	8	0.008	2052	0.363	1926
7	11	0.008	1549	0.644	1549
7	8	0.012	83	0.405	83
7	8	0.009	2521	0.403	2286
7	10	0.01	2837	0.51	1873
7	10	0.011	3504	0.434	1756
7	14	0.009	1867	0.549	1867
7	11	0.01	1088	0.473	1088
7	12	0.009	2153	0.497	1172
7	10	0.009	2304	0.43	1810
7	10	0.009	2332	0.438	1700
7	8	0.02	2631	0.381	1757
7	12	0.015	2194	0.645	1394
7	6	0.013	958	0.427	665
7	7	0.013	637	0.446	637
7	10	0.016	2826	0.456	1693
7	10	0.011	1583	0.436	1058
7	8	0.007	1233	0.383	1233
7	10	0.008	1578	0.471	1532
7	13	0.018	2616	0.551	2217
7	6	0.01	1512	0.319	914
7	14	0.012	2531	0.562	1699
7	13	0.01	1818	0.526	1818
7	16	0.012	3567	0.621	2716
7	14	0.01	2775	0.559	2591
7	9	0.009	2055	0.495	1942
7	10	0.013	3223	0.445	2328
7	12	0.009	2405	0.498	1405
7	12	0.01	2173	0.505	1326
7	11	0.01	3877	0.472	2701
7	7	0.007	1546	0.332	1168
7	8	0.008	1382	0.365	1071
7	9	0.008	1575	0.402	894
7	8	0.008	1318	0.373	1318
7	10	0.008	2294	0.445	1822
7	11	0.01	2439	0.472	1551
7	13	0.01	1630	0.527	1102
7	8	0.007	878	0.396	616
7	15	0.013	3281	0.592	2445
7	7	0.007	1067	0.331	1067
7	11	0.008	1366	0.524	1147
7	12	0.012	2010	0.5	1241
7	13	0.01	2958	0.529	2921
7	12	0.01	2718	0.495	2101
7	6	0.006	714	0.298	455
7	10	0.008	2825	0.469	2049
7	8	0.012	1604	0.385	1175
7	12	0.015	2492	0.679	1926
7	12	0.017	787	0.675	573
7	7	0.012	1908	0.447	1642
7	9	0.015	2827	0.521	1445
7	12	0.016	3491	0.593	1882
7	11	0.016	1504	0.497	1504
7	11	0.015	1604	0.5	1457
7	11	0.012	2354	0.471	2354
7	13	0.01	2023	0.528	2023
7	15	0.01	1787	0.607	1710
7	12	0.01	1592	0.496	1151
7	11	0.01	3715	0.467	2356
7	9	0.008	1582	0.399	1033
7	11	0.01	1647	0.462	1402
7	9	0.007	1676	0.399	1676
7	7	0.007	2442	0.341	1991
7	11	0.009	3032	0.472	2034
7	7	0.007	2028	0.351	1576
7	14	0.01	1131	0.566	1131
7	15	0.01	3484	0.587	3025
7	12	0.01	3225	0.513	1992
7	10	0.009	684	0.438	684
7	8	0.007	1204	0.366	1204
7	8	0.007	2714	0.366	1623
7	12	0.009	1159	0.579	818
7	14	0.013	2981	0.558	2352
7	11	0.01	2405	0.468	1591
7	10	0.008	1511	0.438	1511
7	11	0.009	3019	0.492	1903
7	12	0.012	3987	0.525	2640
7	9	0.01	1782	0.426	1315
7	12	0.011	2264	0.494	1752
7	10	0.008	2371	0.488	1757
7	13	0.013	1461	0.575	980
7	10	0.011	2063	0.436	1704
7	7	0.008	2143	0.339	1407
7	10	0.008	2472	0.435	1628
7	9	0.008	750	0.401	750
7	8	0.007	1586	0.398	1586
7	10	0.012	1247	0.436	1243
7	15	0.012	2484	0.608	1745
7	12	0.011	3936	0.491	2796
7	10	0.008	1409	0.431	1409
7	11	0.009	2102	0.467	1605
7	9	0.008	2702	0.408	1875
7	11	0.009	1793	0.467	1190
7	8	0.008	2587	0.372	1935
7	10	0.008	2825	0.47	2076
7	9	0.011	1075	0.447	739
7	9	0.012	2813	0.446	1761
7	11	0.011	2787	0.5	2787
7	9	0.012	1432	0.425	963
7	11	0.012	1175	0.517	1175
7	13	0.013	2411	0.54	1974
7	8	0.009	2366	0.37	1645
7	11	0.01	2282	0.474	1509
7	8	0.007	2037	0.38	1419
7	10	0.01	1983	0.439	1624
7	9	0.008	2781	0.402	1709
7	12	0.009	2623	0.497	2558
7	9	0.007	1513	0.408	1259
7	9	0.01	1432	0.414	1141
7	7	0.009	1795	0.355	1795
7	7	0.013	644	0.39	644
7	17	0.014	3278	0.663	2800
7	7	0.007	46	0.338	46
7	9	0.008	1521	0.398	1521
7	11	0.008	860	0.464	860
7	12	0.009	1285	0.522	1285
7	12	0.011	2067	0.496	1445
7	9	0.015	1310	0.438	1310
7	12	0.012	2519	0.5	2005
7	5	0.006	731	0.322	731
7	8	0.01	949	0.362	769
7	9	0.008	2397	0.398	1820
7	9	0.008	2657	0.403	1820
7	12	0.009	2599	0.497	1886
7	13	0.01	1510	0.537	1510
7	14	0.013	2155	0.561	1643
7	10	0.009	1120	0.429	873
7	12	0.01	2776	0.53	1695
7	12	0.012	2150	0.509	2081
7	9	0.01	1648	0.406	941
7	10	0.009	3192	0.431	2365
7	12	0.009	3064	0.498	2425
7	9	0.007	1842	0.406	1053
7	15	0.012	1954	0.593	1627
7	7	0.007	1314	0.343	899
7	12	0.008	1432	0.501	1432
7	10	0.009	3288	0.427	2396
7	8	0.007	2624	0.367	1841
7	13	0.01	2619	0.529	2004
7	8	0.008	3574	0.412	1967
7	9	0.012	3703	0.424	1927
7	9	0.01	2798	0.396	2255
7	9	0.008	1597	0.397	1288
7	8	0.008	1134	0.371	1134
7	11	0.009	3532	0.483	2175
7	8	0.009	1101	0.374	814
7	8	0.008	2898	0.369	2184
7	10	0.008	1378	0.436	1022
7	10	0.009	2315	0.429	1684
7	12	0.009	2058	0.498	1800
7	11	0.009	2404	0.466	1721
7	12	0.009	2209	0.499	1820
7	8	0.007	771	0.371	771
7	9	0.008	1943	0.399	1445
7	10	0.009	1905	0.434	1329
7	9	0.008	2381	0.398	1702
7	10	0.009	1965	0.437	1169
7	7	0.007	1311	0.373	1311
7	9	0.012	1872	0.44	1555
7	11	0.013	3280	0.501	2107
7	9	0.01	1098	0.44	1098
7	9	0.012	1722	0.409	895
7	7	0.007	2481	0.336	1736
7	10	0.009	2262	0.433	2022
7	9	0.008	1880	0.401	1377
7	10	0.009	1984	0.437	1968
7	9	0.008	1953	0.397	1686
7	12	0.009	965	0.493	965
7	12	0.01	2631	0.502	1836
7	12	0.009	627	0.505	627
7	11	0.009	1351	0.463	1351
7	13	0.009	1532	0.519	1532
7	7	0.007	1809	0.342	1518
7	11	0.009	3252	0.466	2162
7	6	0.007	1102	0.304	1102
7	9	0.007	2399	0.401	1515
7	8	0.007	1194	0.374	1078
7	11	0.009	3119	0.469	2229
7	6	0.006	2684	0.321	2562
7	10	0.012	2710	0.436	2098
7	14	0.01	2746	0.558	2499
7	13	0.01	1263	0.567	1093
7	15	0.013	3741	0.594	2698
7	7	0.007	1870	0.337	1677
7	9	0.007	1977	0.402	1003
7	9	0.008	2155	0.411	2064
7	8	0.007	218	0.378	197
7	9	0.009	2065	0.409	2065
7	10	0.009	1944	0.437	1086
7	12	0.01	2668	0.496	2207
7	11	0.009	1800	0.472	1320
7	9	0.008	1897	0.402	1070
7	5	0.006	562	0.263	533
7	13	0.01	4053	0.529	2958
7	15	0.011	2294	0.602	1408
7	11	0.01	3725	0.48	2759
7	10	0.01	2565	0.445	1816
7	13	0.011	2851	0.52	1837
7	12	0.01	3121	0.595	2056
7	13	0.017	630	0.562	481
7	11	0.013	3932	0.463	2227
7	9	0.008	836	0.407	822
7	11	0.01	2383	0.478	2090
7	8	0.01	1909	0.372	1313
7	10	0.01	3362	0.436	2021
7	8	0.008	2030	0.37	1293
7	9	0.009	2759	0.399	1494
7	11	0.009	1992	0.487	1652
7	13	0.011	1702	0.525	1702
7	9	0.007	1189	0.424	1189
7	11	0.023	1860	0.489	1560
7	12	0.012	2206	0.495	1787
7	10	0.009	3222	0.434	2440
7	8	0.008	3397	0.368	2022
7	8	0.007	2218	0.364	1780
7	12	0.01	3217	0.502	1955
7	10	0.008	922	0.437	922
7	10	0.008	2752	0.437	1863
7	9	0.009	2103	0.438	1260
7	10	0.01	1410	0.438	1410
7	9	0.009	3541	0.401	2542
7	10	0.008	1513	0.429	1513
7	7	0.008	2894	0.332	1961
7	10	0.009	3310	0.439	2114
7	10	0.008	2435	0.433	2203
7	12	0.011	4128	0.497	3156
7	13	0.01	1473	0.544	1362
7	10	0.008	891	0.423	891
7	13	0.009	2760	0.525	1956
7	11	0.009	2009	0.467	1356
7	9	0.007	2058	0.391	1976
7	10	0.008	2135	0.434	1481
7	12	0.008	2276	0.497	2123
7	11	0.009	1474	0.468	784
7	6	0.007	1231	0.317	1231
7	8	0.009	1739	0.364	1739
7	7	0.007	1604	0.336	1604
7	7	0.007	2954	0.335	2234
7	9	0.007	1838	0.399	1660
7	8	0.007	1966	0.376	1256
7	12	0.016	2008	0.501	1812
7	12	0.011	2311	0.496	1569
7	8	0.008	2265	0.368	1638
7	10	0.008	2230	0.445	2230
7	8	0.009	1104	0.374	1059
7	7	0.007	1050	0.333	1050
7	7	0.007	1222	0.33	1222
7	13	0.01	2110	0.533	1782
7	10	0.009	2677	0.437	1577
7	8	0.008	1910	0.369	1057
7	9	0.008	2816	0.402	2019
7	7	0.007	2546	0.337	1908
7	11	0.01	3808	0.51	2836
7	8	0.011	2196	0.369	1776
7	7	0.007	1899	0.33	1334
7	11	0.009	1460	0.469	1460
7	11	0.008	1364	0.47	770
7	12	0.01	2750	0.499	1822
7	13	0.009	1115	0.52	1115
7	9	0.008	2059	0.405	1282
7	9	0.007	1592	0.387	1245
7	15	0.01	2743	0.608	2174
7	8	0.009	1423	0.38	1423
7	11	0.012	2278	0.474	1454
7	10	0.008	789	0.44	789
7	12	0.009	1683	0.525	1683
7	14	0.012	1837	0.561	1390
7	10	0.011	1074	0.466	1074
7	12	0.012	1447	0.536	1447
7	9	0.01	1130	0.397	932
7	13	0.009	3690	0.533	3118
7	12	0.009	2814	0.496	2286
7	14	0.011	1989	0.565	1634
7	12	0.008	763	0.495	763
7	14	0.01	1544	0.563	1536
7	10	0.008	2200	0.458	2157
7	14	0.013	4067	0.586	3256
7	11	0.012	2798	0.49	1638
7	12	0.011	927	0.559	927
7	8	0.009	1970	0.363	1408
7	10	0.009	3612	0.425	2279
7	10	0.009	3169	0.434	2528
7	11	0.009	2568	0.465	2123
7	11	0.009	2738	0.488	2246
7	10	0.01	2283	0.43	1616
7	13	0.009	2002	0.529	1614
7	7	0.007	1354	0.328	1016
7	13	0.009	2748	0.531	2329
7	11	0.008	1521	0.471	1483
7	14	0.01	1669	0.558	1669
7	11	0.01	4687	0.467	2489
7	6	0.008	1831	0.312	1268
7	8	0.009	687	0.373	687
7	11	0.011	2380	0.507	1247
7	12	0.012	2557	0.504	2222
7	13	0.011	1831	0.566	1390
7	12	0.012	2156	0.512	1956
7	11	0.012	2245	0.463	1483
7	5	0.006	530	0.268	304
7	8	0.008	2586	0.376	1747
7	10	0.009	782	0.436	782
7	8	0.007	2082	0.372	1494
7	17	0.012	3248	0.656	2407
7	11	0.009	1174	0.468	1108
7	12	0.009	2054	0.513	1791
7	11	0.01	908	0.474	908
7	13	0.011	3193	0.524	2703
7	11	0.01	3914	0.473	2267
7	9	0.009	2265	0.4	1412
7	8	0.007	1933	0.363	1933
7	13	0.009	622	0.538	622
7	11	0.008	1723	0.466	1506
7	11	0.008	861	0.467	861
7	12	0.009	2148	0.495	1727
7	9	0.008	2266	0.407	1504
7	11	0.009	1914	0.472	1170
7	9	0.008	1975	0.4	1974
7	9	0.008	2999	0.468	1661
7	11	0.012	2306	0.47	1822
7	13	0.01	2105	0.529	2105
7	13	0.011	2791	0.54	1969
7	9	0.009	1590	0.417	909
7	14	0.012	2145	0.598	1715
7	11	0.013	2535	0.487	2218
7	13	0.014	2922	0.593	1947
7	9	0.011	1355	0.468	1327
7	9	0.015	2140	0.558	1516
7	12	0.018	4340	0.661	2939
7	7	0.014	729	0.438	729
7	7	0.015	1358	0.433	794
7	16	0.015	3349	0.656	2560
7	14	0.015	2054	0.566	1437
7	14	0.011	3260	0.564	2435
7	7	0.011	2545	0.333	1638
7	13	0.01	2271	0.538	1664
7	10	0.01	1059	0.441	1059
7	11	0.009	1187	0.534	1187
7	7	0.011	2971	0.334	2113
7	16	0.011	2933	0.663	2363
7	15	0.013	2373	0.592	1904
7	11	0.01	3351	0.683	1878
7	6	0.013	2844	0.475	1901
7	6	0.012	753	0.475	753
7	11	0.016	2532	0.731	1668
7	8	0.016	1542	0.567	1225
7	7	0.014	2801	0.521	1815
7	11	0.014	1641	0.71	1239
7	9	0.013	2244	0.625	1600
7	7	0.013	2387	0.521	1833
7	8	0.014	2301	0.57	1903
7	10	0.014	1369	0.665	1211
7	9	0.013	1728	0.614	1728
7	8	0.015	2290	0.567	1687
7	14	0.016	1222	0.851	1222
7	10	0.015	2747	0.446	1865
7	13	0.012	4049	0.535	2342
7	8	0.007	2274	0.36	1705
7	14	0.009	483	0.601	483
7	15	0.016	2746	0.804	1793
7	13	0.012	1395	0.528	1395
7	11	0.009	2117	0.483	1367
7	10	0.016	1417	0.443	1417
7	7	0.01	1940	0.335	1280
7	11	0.008	1839	0.467	1480
7	15	0.012	1886	0.591	1341
7	10	0.009	1375	0.439	1375
7	14	0.01	2887	0.559	2560
7	7	0.007	878	0.339	878
7	9	0.008	1288	0.414	1288
7	11	0.009	1834	0.484	1834
7	11	0.01	2051	0.47	2051
7	11	0.009	1951	0.472	1214
7	12	0.01	2562	0.494	2511
7	8	0.007	2414	0.37	2414
7	11	0.01	2872	0.475	1725
7	14	0.013	1444	0.568	948
7	14	0.011	834	0.561	834
7	12	0.013	3081	0.496	1782
7	9	0.009	2716	0.402	1570
7	9	0.007	698	0.401	698
7	10	0.009	1469	0.427	823
7	13	0.01	2981	0.545	2197
7	11	0.011	2233	0.495	1618
7	12	0.012	1309	0.52	1309
7	12	0.012	711	0.524	711
7	10	0.011	928	0.497	928
7	8	0.019	510	0.42	510
7	10	0.012	2134	0.465	1627
7	9	0.012	3401	0.402	2240
7	11	0.009	1699	0.47	1699
7	15	0.01	2689	0.714	2360
7	11	0.016	1424	0.591	1151
7	11	0.016	2944	0.619	2249
7	6	0.013	2226	0.399	1654
7	9	0.015	1040	0.559	1032
7	10	0.016	3019	0.582	2274
7	8	0.014	1468	0.394	1468
7	10	0.011	590	0.488	514
7	8	0.011	2200	0.415	1633
7	9	0.01	2238	0.406	1871
7	11	0.01	2409	0.465	1949
7	10	0.008	1026	0.441	1026
7	10	0.01	2664	0.427	2664
7	11	0.009	1854	0.465	1675
7	6	0.006	845	0.31	727
7	12	0.01	3313	0.499	1961
7	15	0.01	1806	0.656	1388
7	6	0.01	2384	0.303	1604
7	9	0.008	1726	0.399	1726
7	12	0.009	643	0.587	643
7	13	0.016	2578	0.704	1729
7	5	0.011	860	0.377	860
7	11	0.015	1381	0.487	1381
7	11	0.012	2519	0.517	1625
7	12	0.012	2385	0.516	2041
7	6	0.008	651	0.302	651
7	9	0.009	2663	0.413	1719
7	9	0.009	2642	0.397	1375
7	15	0.012	3127	0.591	1731
7	10	0.008	1342	0.429	1333
7	10	0.009	1912	0.437	1242
7	9	0.008	1893	0.397	1893
7	10	0.008	2059	0.45	2059
7	10	0.011	2540	0.476	1527
7	11	0.012	3991	0.507	2894
7	11	0.012	1629	0.48	1629
7	10	0.01	2749	0.439	2012
7	7	0.008	1816	0.335	954
7	12	0.01	2453	0.522	2031
7	9	0.01	1085	0.399	1030
7	11	0.008	1099	0.478	1099
7	12	0.01	1573	0.495	1330
7	13	0.01	2254	0.535	1794
7	14	0.011	3333	0.657	2341
7	10	0.016	3434	0.603	2215
7	8	0.013	2104	0.496	1511
7	14	0.017	1795	0.75	1182
7	13	0.015	2381	0.654	1736
7	8	0.01	876	0.402	876
7	14	0.013	3516	0.587	2224
7	11	0.011	2984	0.464	2923
7	10	0.008	2343	0.432	1568
7	9	0.008	1368	0.402	1368
7	9	0.007	2707	0.395	2192
7	10	0.008	1272	0.446	1272
7	11	0.009	2557	0.477	2557
7	6	0.008	1150	0.316	678
7	12	0.012	2946	0.511	1758
7	6	0.008	632	0.298	552
7	9	0.008	912	0.404	912
7	8	0.008	1866	0.371	1341
7	12	0.01	2924	0.498	1626
7	8	0.007	1694	0.365	1694
7	7	0.008	2901	0.354	1731
7	12	0.011	2321	0.495	1444
7	13	0.009	1900	0.527	1152
7	13	0.009	2217	0.522	1878
7	10	0.008	1852	0.434	1604
7	10	0.009	2481	0.433	1464
7	13	0.01	2169	0.554	1637
7	11	0.015	1618	0.489	1467
7	12	0.011	1754	0.588	1240
7	16	0.014	2940	0.633	2238
7	10	0.01	3129	0.429	2134
7	13	0.011	2290	0.525	1577
7	10	0.009	2028	0.43	1583
7	13	0.01	2800	0.556	1803
7	12	0.011	2585	0.503	2578
7	10	0.01	1854	0.426	1103
7	12	0.008	1913	0.527	1913
7	12	0.012	1311	0.502	1199
7	11	0.01	3548	0.472	1909
7	12	0.008	872	0.504	872
7	12	0.01	2136	0.498	1271
7	11	0.01	1356	0.475	1024
7	10	0.009	780	0.447	714
7	9	0.009	1090	0.403	972
7	14	0.01	3111	0.561	2551
7	8	0.007	1377	0.387	1377
7	12	0.011	2518	0.497	1975
7	8	0.008	2482	0.371	1710
7	12	0.009	3181	0.492	1888
7	12	0.009	3254	0.499	2913
7	11	0.01	2672	0.477	1864
7	12	0.011	2713	0.501	1753
