|V|	|E|	time	approx	optimal
7	9	0.004	2381	1702
7	10	0.004	1965	1169
7	7	0.003	1311	1311
7	9	0.004	1872	1555
7	11	0.004	3280	2107
7	9	0.004	1098	1098
7	9	0.004	1722	895
7	7	0.004	2481	1736
7	10	0.004	2262	2022
7	9	0.005	1880	1377
7	10	0.004	1984	1968
7	9	0.003	1953	1686
7	12	0.005	965	965
7	12	0.005	2631	1836
7	12	0.004	627	627
7	11	0.005	1351	1351
7	13	0.004	1532	1532
7	7	0.003	1809	1518
7	11	0.004	3252	2162
7	6	0.003	1102	1102
7	9	0.003	2399	1515
7	8	0.003	1194	1078
7	11	0.004	3119	2229
7	6	0.003	2684	2562
7	10	0.004	2710	2098
7	14	0.005	2746	2499
7	13	0.007	1263	1093
7	15	0.007	3741	2698
7	7	0.006	1870	1677
7	9	0.004	1977	1003
7	9	0.007	2155	2064
7	8	0.004	218	197
7	9	0.02	2065	2065
7	10	0.004	1944	1086
7	12	0.005	2668	2207
7	11	0.004	1800	1320
7	9	0.004	1897	1070
7	5	0.002	562	533
7	13	0.005	4053	2958
7	15	0.005	2294	1408
7	11	0.005	3725	2759
7	10	0.004	2565	1816
7	13	0.004	2851	1837
7	12	0.004	3121	2056
7	13	0.004	630	481
7	11	0.004	3932	2227
7	9	0.003	836	822
7	11	0.004	2383	2090
7	8	0.003	1909	1313
7	10	0.004	3362	2021
7	8	0.004	2030	1293
7	9	0.004	2759	1494
7	11	0.004	1992	1652
7	13	0.004	1702	1702
7	9	0.003	1189	1189
7	11	0.004	1860	1560
7	12	0.004	2206	1787
7	10	0.004	3222	2440
7	8	0.004	3397	2022
7	8	0.003	2218	1780
7	12	0.005	3217	1955
7	10	0.004	922	922
7	10	0.004	2752	1863
7	9	0.004	2103	1260
7	10	0.003	1410	1410
7	9	0.004	3541	2542
7	10	0.003	1513	1513
7	7	0.003	2894	1961
7	10	0.004	3310	2114
7	10	0.004	2435	2203
7	12	0.004	4128	3156
7	13	0.004	1473	1362
7	10	0.003	891	891
7	13	0.004	2760	1956
7	11	0.004	2009	1356
7	9	0.004	2058	1976
7	10	0.004	2135	1481
7	12	0.004	2276	2123
7	11	0.004	1474	784
7	6	0.003	1231	1231
7	8	0.003	1739	1739
7	7	0.003	1604	1604
7	7	0.003	2954	2234
7	9	0.004	1838	1660
7	8	0.003	1966	1256
7	12	0.004	2008	1812
7	12	0.004	2311	1569
7	8	0.004	2265	1638
7	10	0.003	2230	2230
7	8	0.003	1104	1059
7	7	0.003	1050	1050
7	7	0.003	1222	1222
7	13	0.004	2110	1782
7	10	0.004	2677	1577
7	8	0.003	1910	1057
7	9	0.004	2816	2019
7	7	0.003	2546	1908
7	11	0.004	3808	2836
7	8	0.003	2196	1776
7	7	0.003	1899	1334
7	11	0.004	1460	1460
7	11	0.004	1364	770
7	12	0.004	2750	1822
7	13	0.004	1115	1115
7	9	0.004	2059	1282
7	9	0.003	1592	1245
7	15	0.005	2743	2174
7	8	0.003	1423	1423
7	11	0.004	2278	1454
7	10	0.003	789	789
7	12	0.004	1683	1683
7	14	0.005	1837	1390
7	10	0.004	1074	1074
7	12	0.004	1447	1447
7	9	0.003	1130	932
7	13	0.004	3690	3118
7	12	0.004	2814	2286
7	14	0.005	1989	1634
7	12	0.004	763	763
7	14	0.004	1544	1536
7	10	0.003	2200	2157
7	14	0.004	4067	3256
7	11	0.004	2798	1638
7	12	0.004	927	927
7	8	0.003	1970	1408
7	10	0.004	3612	2279
7	10	0.004	3169	2528
7	11	0.005	2568	2123
7	11	0.004	2738	2246
7	10	0.004	2283	1616
7	13	0.004	2002	1614
7	7	0.003	1354	1016
7	13	0.004	2748	2329
7	11	0.004	1521	1483
7	14	0.004	1669	1669
7	11	0.004	4687	2489
7	6	0.003	1831	1268
7	8	0.003	687	687
7	11	0.004	2380	1247
7	12	0.004	2557	2222
7	13	0.004	1831	1390
7	12	0.004	2156	1956
7	11	0.004	2245	1483
7	5	0.003	530	304
7	8	0.004	2586	1747
7	10	0.003	782	782
7	8	0.003	2082	1494
7	17	0.005	3248	2407
7	11	0.004	1174	1108
7	12	0.004	2054	1791
7	11	0.004	908	908
7	13	0.004	3193	2703
7	11	0.004	3914	2267
7	9	0.004	2265	1412
7	8	0.003	1933	1933
7	13	0.004	622	622
7	11	0.004	1723	1506
7	11	0.003	861	861
7	12	0.004	2148	1727
7	9	0.004	2266	1504
7	11	0.004	1914	1170
7	9	0.004	1975	1974
7	9	0.004	2999	1661
7	11	0.004	2306	1822
7	13	0.004	2105	2105
7	13	0.005	2791	1969
7	9	0.003	1590	909
7	14	0.005	2145	1715
7	11	0.004	2535	2218
7	13	0.004	2922	1947
7	9	0.004	1355	1327
7	9	0.004	2140	1516
7	12	0.004	4340	2939
7	7	0.003	729	729
7	7	0.003	1358	794
7	16	0.005	3349	2560
7	14	0.005	2054	1437
7	14	0.004	3260	2435
7	7	0.004	2545	1638
7	13	0.005	2271	1664
7	10	0.005	1059	1059
7	11	0.004	1187	1187
7	7	0.009	2971	2113
7	16	0.007	2933	2363
7	15	0.006	2373	1904
7	11	0.006	3351	1878
7	6	0.004	2844	1901
7	6	0.003	753	753
7	11	0.004	2532	1668
7	8	0.004	1542	1225
7	7	0.003	2801	1815
7	11	0.004	1641	1239
7	9	0.003	2244	1600
7	7	0.003	2387	1833
7	8	0.004	2301	1903
7	10	0.004	1369	1211
7	9	0.003	1728	1728
7	8	0.004	2290	1687
7	14	0.004	1222	1222
7	10	0.004	2747	1865
7	13	0.004	4049	2342
7	8	0.003	2274	1705
7	14	0.004	483	483
7	15	0.005	2746	1793
7	13	0.004	1395	1395
7	11	0.004	2117	1367
7	10	0.003	1417	1417
7	7	0.003	1940	1280
7	11	0.004	1839	1480
7	15	0.005	1886	1341
7	10	0.004	1375	1375
7	14	0.005	2887	2560
7	7	0.003	878	878
7	9	0.003	1288	1288
7	11	0.004	1834	1834
7	11	0.004	2051	2051
7	11	0.004	1951	1214
7	12	0.004	2562	2511
7	8	0.003	2414	2414
7	11	0.004	2872	1725
7	14	0.005	1444	948
7	14	0.004	834	834
7	12	0.004	3081	1782
7	9	0.004	2716	1570
7	9	0.005	698	698
7	10	0.004	1469	823
7	13	0.004	2981	2197
7	11	0.005	2233	1618
7	12	0.004	1309	1309
7	12	0.004	711	711
7	10	0.003	928	928
7	8	0.003	510	510
7	10	0.004	2134	1627
7	9	0.004	3401	2240
7	11	0.004	1699	1699
7	15	0.005	2689	2360
7	11	0.004	1424	1151
7	11	0.004	2944	2249
7	6	0.003	2226	1654
7	9	0.003	1040	1032
7	10	0.004	3019	2274
7	8	0.003	1468	1468
7	10	0.003	590	514
7	8	0.003	2200	1633
7	9	0.004	2238	1871
7	11	0.005	2409	1949
7	10	0.003	1026	1026
7	10	0.003	2664	2664
7	11	0.004	1854	1675
7	6	0.003	845	727
7	12	0.004	3313	1961
7	15	0.005	1806	1388
7	6	0.003	2384	1604
7	9	0.004	1726	1726
7	12	0.004	643	643
7	13	0.005	2578	1729
7	5	0.002	860	860
7	11	0.003	1381	1381
7	11	0.004	2519	1625
7	12	0.004	2385	2041
7	6	0.003	651	651
7	9	0.004	2663	1719
7	9	0.004	2642	1375
7	15	0.005	3127	1731
7	10	0.003	1342	1333
7	10	0.004	1912	1242
7	9	0.003	1893	1893
7	10	0.003	2059	2059
7	10	0.004	2540	1527
7	11	0.004	3991	2894
7	11	0.004	1629	1629
7	10	0.004	2749	2012
7	7	0.003	1816	954
7	12	0.004	2453	2031
7	9	0.003	1085	1030
7	11	0.004	1099	1099
7	12	0.004	1573	1330
7	13	0.005	2254	1794
7	14	0.005	3333	2341
7	10	0.004	3434	2215
7	8	0.004	2104	1511
7	14	0.005	1795	1182
7	13	0.004	2381	1736
7	8	0.003	876	876
7	14	0.004	3516	2224
7	11	0.003	2984	2923
7	10	0.003	2343	1568
7	9	0.003	1368	1368
7	9	0.003	2707	2192
7	10	0.003	1272	1272
7	11	0.004	2557	2557
7	6	0.003	1150	678
7	12	0.004	2946	1758
7	6	0.003	632	552
7	9	0.004	912	912
7	8	0.003	1866	1341
7	12	0.004	2924	1626
7	8	0.003	1694	1694
7	7	0.004	2901	1731
7	12	0.004	2321	1444
7	13	0.004	1900	1152
7	13	0.004	2217	1878
7	10	0.004	1852	1604
7	10	0.004	2481	1464
7	13	0.004	2169	1637
7	11	0.004	1618	1467
7	12	0.004	1754	1240
7	16	0.005	2940	2238
7	10	0.004	3129	2134
7	13	0.004	2290	1577
7	10	0.004	2028	1583
7	13	0.004	2800	1803
7	12	0.004	2585	2578
7	10	0.004	1854	1103
7	12	0.004	1913	1913
7	12	0.004	1311	1199
7	11	0.004	3548	1909
7	12	0.004	872	872
7	12	0.004	2136	1271
7	11	0.004	1356	1024
7	10	0.004	780	714
7	9	0.004	1090	972
7	14	0.004	3111	2551
7	8	0.003	1377	1377
7	12	0.004	2518	1975
7	8	0.003	2482	1710
7	12	0.004	3181	1888
7	12	0.004	3254	2913
7	11	0.004	2672	1864
7	12	0.004	2713	1753
7	11	0.004	2285	1748
7	9	0.004	1578	902
7	13	0.004	2896	2594
7	10	0.004	4542	2412
7	8	0.003	1432	912
7	10	0.004	1581	1512
7	11	0.004	2119	1506
7	14	0.005	3449	2341
7	7	0.003	972	972
7	11	0.004	1869	1839
7	10	0.003	2040	2040
7	16	0.005	1794	1794
7	7	0.003	1787	1150
7	8	0.003	1614	1511
7	5	0.003	1313	1118
7	11	0.004	682	583
7	13	0.004	2182	1518
7	14	0.005	1180	854
7	9	0.004	1508	1278
7	9	0.003	1270	1270
7	7	0.003	1080	972
7	13	0.004	2715	1928
7	11	0.004	779	779
7	13	0.004	2564	2111
7	12	0.004	3706	2449
7	11	0.004	1404	1404
7	10	0.004	3354	1869
7	10	0.004	2516	1280
7	16	0.005	1600	1113
7	13	0.004	528	528
7	12	0.004	2409	1308
7	10	0.003	1465	1465
7	11	0.003	699	699
7	11	0.004	3084	1891
7	12	0.004	3994	2958
7	8	0.004	2202	2202
7	11	0.004	2363	1466
7	11	0.004	3139	2214
7	9	0.003	1986	1830
7	11	0.006	2157	1893
7	11	0.005	1659	1055
7	14	0.005	1609	1609
7	13	0.004	2316	2025
7	10	0.004	653	653
7	11	0.005	2792	1819
7	11	0.004	2469	1511
7	9	0.004	1898	1419
7	17	0.005	2639	2541
7	12	0.004	2433	1629
7	13	0.005	1951	1196
7	7	0.003	1394	1100
7	15	0.005	1999	1626
7	9	0.006	1742	1677
7	14	0.008	4070	2216
7	6	0.005	1812	1294
7	10	0.006	2244	1459
7	11	0.005	1561	1561
7	10	0.004	1159	670
7	8	0.003	1732	1556
7	12	0.004	2093	2093
7	11	0.004	697	697
7	11	0.004	1905	1905
7	11	0.004	3075	2130
7	11	0.004	2957	2333
7	12	0.004	1861	1693
7	8	0.004	2875	2247
7	11	0.004	2750	1774
7	12	0.005	1461	939
7	8	0.003	1072	1072
7	15	0.005	2631	2576
7	13	0.004	3004	2497
7	11	0.004	1575	1422
7	11	0.004	2258	1278
7	5	0.003	639	639
7	9	0.003	1174	986
7	14	0.005	3328	1737
7	9	0.003	299	299
7	13	0.004	2387	1946
7	9	0.004	1631	1104
7	12	0.004	1926	1856
7	11	0.004	888	888
7	13	0.004	3499	2153
7	11	0.004	2578	1614
7	10	0.005	3040	1701
7	9	0.003	1844	1778
7	7	0.003	1282	927
7	7	0.004	2014	1026
7	11	0.004	1329	1329
7	14	0.004	1570	1520
7	12	0.004	2088	1295
7	12	0.004	2588	1832
7	10	0.004	2443	1638
7	12	0.004	2058	2009
7	8	0.003	615	547
7	11	0.004	2452	1550
7	13	0.004	2035	1689
7	8	0.003	2769	1973
7	14	0.005	2704	1883
7	12	0.004	1656	1656
7	10	0.004	2446	1752
7	9	0.004	919	919
7	9	0.003	1534	802
7	9	0.003	2145	1669
7	12	0.004	700	700
7	9	0.003	1573	1573
7	12	0.004	663	663
7	13	0.005	1963	1504
7	13	0.005	3274	1911
7	11	0.004	3990	2506
7	14	0.004	2543	2442
7	11	0.004	3184	2402
7	10	0.004	2339	1330
7	6	0.003	1153	1153
7	13	0.005	1300	1300
7	8	0.003	2559	1665
7	10	0.004	2775	2429
7	7	0.003	1941	1941
7	8	0.003	1236	1062
7	5	0.004	1680	1223
7	11	0.004	2078	1544
7	10	0.004	3152	2247
7	8	0.003	1480	1256
7	10	0.004	3194	2142
7	7	0.003	1268	891
7	11	0.004	862	855
7	10	0.004	2720	2052
7	9	0.003	1814	1656
7	6	0.003	1885	1070
7	9	0.004	2894	1908
7	13	0.004	2381	1968
7	7	0.003	892	892
7	10	0.004	1985	1606
7	10	0.004	2611	1936
7	11	0.004	1513	1466
7	9	0.003	1129	965
7	10	0.003	1223	742
7	14	0.005	2650	1725
7	9	0.004	2154	1336
7	8	0.004	1494	930
7	9	0.003	1359	1359
7	13	0.005	1803	1463
7	11	0.004	3105	2431
7	10	0.004	1635	1635
7	15	0.005	3713	2682
7	13	0.004	2341	1660
7	9	0.004	2182	1903
7	10	0.004	2782	2017
7	14	0.004	4074	2756
7	9	0.004	2580	2150
7	12	0.004	2474	1553
7	11	0.004	733	370
7	13	0.004	2348	2228
7	9	0.004	3152	1693
7	10	0.004	3144	1972
7	10	0.003	1859	1232
7	11	0.004	1873	1248
7	7	0.003	1425	1018
7	10	0.004	3035	1850
7	13	0.004	2117	1627
7	12	0.004	1836	1546
7	11	0.004	2612	1642
7	12	0.003	1907	1907
7	4	0.002	263	263
7	12	0.004	3504	1903
7	11	0.004	2938	1974
7	9	0.004	1579	911
7	11	0.004	923	923
7	11	0.004	2633	1595
7	8	0.003	825	825
7	11	0.004	2099	1879
7	11	0.004	3225	2343
7	13	0.005	2612	1893
7	11	0.005	2488	1926
7	10	0.004	3933	2338
7	5	0.003	2022	1321
7	7	0.003	3312	2172
7	12	0.004	3022	1573
7	8	0.003	2552	1991
7	12	0.004	2296	1681
7	11	0.004	2132	1747
7	9	0.003	1546	1035
7	9	0.003	1684	1684
7	9	0.003	1356	958
7	10	0.003	1492	1492
7	9	0.003	975	628
7	11	0.004	435	435
7	12	0.004	1244	1244
7	13	0.004	1799	1694
7	11	0.004	3147	2335
7	9	0.004	3089	1874
7	14	0.004	1386	1344
7	14	0.004	2850	1907
7	8	0.004	1978	1282
7	12	0.004	2455	2252
7	14	0.004	2386	1597
7	11	0.004	2569	1679
7	8	0.003	1828	1828
7	10	0.004	2949	2136
7	5	0.002	1066	1066
7	10	0.003	517	517
7	10	0.004	1845	1350
7	14	0.005	1459	961
7	9	0.003	1840	1088
7	13	0.004	4264	2815
7	9	0.004	2650	1881
7	13	0.004	2125	2125
7	10	0.004	2621	1312
7	10	0.004	4192	2723
7	13	0.004	1937	1851
7	10	0.003	1165	1165
7	12	0.004	1231	1231
7	11	0.004	1880	1366
7	7	0.003	1127	825
7	10	0.003	1683	1683
7	8	0.003	990	990
7	10	0.004	419	419
7	7	0.003	1394	1059
7	12	0.004	2816	2690
7	11	0.004	3654	2110
7	9	0.004	2304	1178
7	12	0.004	2939	2246
7	9	0.004	3266	2705
7	9	0.003	1315	1315
7	6	0.003	682	682
7	10	0.004	2470	1441
7	9	0.003	1611	1611
7	11	0.004	1904	1019
7	5	0.003	896	701
7	8	0.003	2417	1805
7	13	0.004	726	569
7	14	0.005	1944	1120
7	14	0.004	2338	1906
7	9	0.004	2267	1581
7	13	0.005	1154	1140
7	9	0.003	1732	1711
7	9	0.004	1073	1000
7	14	0.005	1542	1542
7	14	0.004	1843	1370
7	13	0.005	3381	2118
7	7	0.003	1793	1373
7	8	0.003	866	722
7	12	0.005	3086	2101
7	10	0.004	691	691
7	12	0.004	983	983
7	9	0.004	2712	1683
7	10	0.004	2673	1772
7	12	0.004	826	826
7	10	0.004	1611	1361
7	13	0.004	2768	2135
7	8	0.003	2119	1762
7	9	0.004	2653	1924
7	15	0.004	2619	2263
7	13	0.005	2568	1848
7	12	0.004	1564	1156
7	10	0.004	2222	1483
7	12	0.004	1701	1312
7	3	0.002	1343	1343
7	10	0.004	2608	1862
7	9	0.004	2705	2216
7	11	0.004	3925	2306
7	8	0.004	3044	2119
7	11	0.004	3839	1931
7	9	0.003	1274	1274
7	9	0.003	1826	1663
7	10	0.004	1650	1079
7	8	0.004	1510	1186
7	7	0.003	1706	1587
7	6	0.003	1185	793
7	10	0.003	830	830
7	10	0.004	2291	1630
7	10	0.004	1049	1049
7	12	0.004	2337	2337
7	11	0.004	419	384
7	11	0.004	2800	2505
7	10	0.004	1916	1672
7	11	0.004	2346	1554
7	12	0.005	2964	1662
7	10	0.004	3025	2692
7	10	0.004	1312	770
7	12	0.004	2080	1728
7	7	0.003	2382	1444
7	11	0.004	1207	1128
7	8	0.004	1772	1319
7	12	0.004	3062	1784
7	12	0.004	2450	2450
7	7	0.003	1530	1019
7	11	0.004	2828	1795
7	13	0.004	3162	2059
7	6	0.003	1291	1291
7	12	0.004	3140	2142
7	10	0.003	2484	2053
7	12	0.004	2937	2139
7	12	0.004	2231	2167
7	11	0.004	2625	1686
7	12	0.005	3275	2143
7	5	0.003	1688	1048
7	13	0.004	2216	2033
7	12	0.004	2587	1887
7	11	0.004	1804	1004
7	10	0.004	2100	1193
7	9	0.004	1692	1289
7	12	0.004	1788	1183
7	10	0.004	2493	2371
7	13	0.004	1658	1658
7	14	0.004	1771	1771
7	7	0.003	2184	1834
7	10	0.004	2539	1826
7	11	0.004	2033	1241
7	14	0.005	2465	1547
7	11	0.004	2367	1454
7	13	0.004	2374	1510
7	12	0.004	673	673
7	12	0.004	4463	3233
7	12	0.004	3498	2296
7	14	0.004	2112	2112
7	7	0.003	1956	1105
7	11	0.004	1687	1295
7	10	0.004	2106	1619
7	16	0.006	1397	932
7	10	0.004	1385	1033
7	12	0.004	2670	2419
7	13	0.004	2227	1756
7	7	0.003	1354	1099
7	11	0.004	2551	2265
7	8	0.003	1998	1276
7	11	0.004	2081	1576
7	10	0.004	3158	2155
7	6	0.003	1300	1300
7	9	0.004	2364	1823
7	10	0.003	769	769
7	16	0.005	3336	2350
7	14	0.004	1661	1661
7	10	0.004	884	557
7	12	0.004	2760	2743
7	10	0.003	2097	2097
7	11	0.004	807	807
7	14	0.004	3832	3832
7	10	0.004	1946	1270
7	15	0.005	1501	1474
7	8	0.004	3569	2109
7	10	0.004	2427	1332
7	11	0.004	1465	1260
7	15	0.005	2676	2529
7	11	0.004	2564	2122
7	12	0.005	2162	1550
7	11	0.005	2686	2470
7	10	0.004	2374	1771
7	12	0.004	1359	1097
7	10	0.004	1338	1061
7	16	0.005	1723	1723
7	11	0.004	1662	1033
7	9	0.003	907	907
7	11	0.004	1949	1465
7	9	0.003	1511	1397
7	11	0.003	2174	1750
7	11	0.004	1091	1091
7	12	0.004	2636	1714
7	11	0.004	1952	1756
7	9	0.003	2499	2499
7	7	0.003	1694	1428
7	9	0.003	1895	1524
7	7	0.003	2841	2078
7	8	0.004	2411	1622
7	9	0.003	2689	1942
7	10	0.004	3221	1822
7	11	0.004	3393	2290
7	14	0.004	3388	2394
7	7	0.003	2705	1800
7	11	0.004	2217	1800
7	12	0.004	1770	1035
7	11	0.004	2318	2007
7	13	0.005	1884	1563
7	10	0.004	3461	2784
7	12	0.004	2053	1668
7	15	0.005	3162	2229
7	8	0.004	3640	2284
7	8	0.004	2854	1547
7	10	0.004	1103	1103
7	10	0.004	2148	2008
7	8	0.003	1660	1221
7	8	0.003	587	587
7	12	0.004	842	842
7	12	0.004	2314	1837
7	10	0.004	932	932
7	10	0.003	2246	1734
7	11	0.004	2665	1696
7	8	0.003	2084	1493
7	10	0.004	3354	2575
7	8	0.003	1527	1197
7	12	0.004	1690	1481
7	14	0.005	2208	1392
7	14	0.005	2668	2048
7	14	0.004	2649	2417
7	11	0.004	3579	1912
7	10	0.004	2228	1887
7	10	0.004	2345	1902
7	9	0.004	2849	1905
7	11	0.003	605	605
7	13	0.004	2384	2022
7	11	0.004	1944	1340
7	9	0.004	2451	1246
7	10	0.004	693	693
7	8	0.004	2111	1386
7	11	0.005	2338	1532
7	12	0.006	2008	1652
7	11	0.006	2655	1356
7	11	0.004	1554	1291
7	12	0.007	2966	2966
7	16	0.006	2417	1928
7	8	0.006	1854	1008
7	12	0.006	1461	1215
7	9	0.005	2137	1469
7	9	0.005	1889	1218
7	11	0.005	785	785
7	8	0.004	1987	1458
7	12	0.004	3025	1625
7	9	0.003	3435	2353
7	11	0.004	2252	1439
7	8	0.003	2178	1660
7	10	0.003	1733	1248
7	14	0.005	3247	2399
7	9	0.004	2053	1422
7	12	0.004	2406	1939
7	6	0.003	1559	1559
7	12	0.004	1749	1749
7	9	0.003	1818	1818
7	8	0.003	955	955
7	9	0.004	3281	2413
7	12	0.004	1179	976
7	13	0.005	657	657
7	10	0.004	1336	976
7	11	0.004	3582	2437
7	15	0.005	2182	2132
7	12	0.004	2336	1722
7	8	0.004	1565	1162
7	13	0.005	3196	2162
7	10	0.004	1328	841
7	12	0.004	1879	1622
7	8	0.003	1922	1917
7	16	0.005	1900	1900
7	11	0.004	2807	2195
7	10	0.004	2185	1466
7	9	0.004	3514	2578
7	7	0.003	2870	1895
7	11	0.004	1640	1584
7	9	0.004	1969	1036
7	8	0.003	2155	1237
7	12	0.004	2180	1972
7	6	0.003	1231	1231
7	8	0.004	629	539
7	10	0.004	1855	1363
7	10	0.004	2002	1720
7	9	0.003	1811	1408
7	9	0.004	685	685
7	9	0.004	2769	1941
7	10	0.004	2166	1190
7	12	0.004	2347	1426
7	11	0.004	1962	1712
7	11	0.004	2275	1891
7	10	0.003	3000	2461
7	11	0.004	1454	1454
7	13	0.004	2537	1500
7	9	0.004	1919	1150
7	13	0.004	2330	2017
7	9	0.004	2128	1601
7	10	0.005	2508	2508
7	10	0.004	3067	1844
7	9	0.004	836	836
7	7	0.003	1741	1035
7	11	0.006	1609	1280
7	8	0.005	1874	1354
7	10	0.004	2914	1822
7	10	0.004	2028	1461
7	11	0.004	404	404
7	12	0.004	2654	1810
7	9	0.004	804	804
7	9	0.004	2371	1571
7	13	0.004	2516	2227
7	10	0.005	966	966
7	14	0.008	2331	1621
7	8	0.006	1726	1616
7	9	0.008	2302	2302
7	13	0.005	2723	2723
7	13	0.005	2304	2146
7	11	0.004	1569	1344
7	7	0.003	3479	1792
7	8	0.003	789	789
7	14	0.005	3359	2012
7	8	0.003	2556	1602
7	13	0.004	2603	1728
7	11	0.004	2175	1338
7	8	0.003	1533	1032
7	9	0.004	2610	1619
7	11	0.004	2729	2027
7	10	0.004	1945	1039
7	15	0.005	1872	1689
7	11	0.004	2382	2355
7	13	0.004	2410	1845
7	14	0.004	2282	1956
7	10	0.004	2209	1282
7	10	0.003	615	615
7	10	0.003	1876	1362
7	10	0.004	3351	1837
7	12	0.004	2704	2193
7	11	0.004	2713	1450
7	11	0.004	2656	1942
7	8	0.003	868	868
7	14	0.004	816	816
7	12	0.005	2323	1523
7	9	0.004	2612	1830
7	12	0.004	2851	2796
7	13	0.004	1600	1493
7	10	0.004	1777	1777
7	8	0.003	657	657
7	8	0.003	765	765
7	7	0.003	1493	1381
7	9	0.003	1196	1091
7	13	0.004	3571	2830
7	12	0.004	3790	2596
7	13	0.004	2369	1543
7	9	0.004	2158	1521
7	8	0.003	2316	1367
7	8	0.003	1745	965
7	11	0.004	2033	2033
7	11	0.004	3062	2296
7	13	0.004	2965	2724
7	10	0.004	3484	2044
7	10	0.004	2417	1728
7	13	0.005	2527	1785
7	12	0.005	2023	1558
7	7	0.006	1551	1551
7	16	0.006	1816	1077
7	10	0.004	1725	1010
7	8	0.003	2869	1704
7	8	0.004	1482	1314
7	8	0.003	2254	1561
7	7	0.004	951	951
7	8	0.003	1651	1106
7	12	0.004	2437	2437
7	13	0.004	1883	1883
7	8	0.003	1754	1754
7	5	0.003	864	864
7	11	0.004	2283	1355
7	13	0.004	2581	2176
7	12	0.004	2726	2347
7	13	0.005	3221	2066
7	14	0.005	1895	1376
7	6	0.003	394	394
7	11	0.007	1987	1027
7	9	0.005	1972	1688
7	12	0.006	2207	1937
7	10	0.014	1564	1132
7	10	0.005	1872	1350
7	8	0.004	2167	1507
7	10	0.004	1779	1363
7	10	0.004	1839	1713
7	8	0.003	1020	846
7	13	0.004	2859	1904
7	8	0.003	1012	1012
7	7	0.003	1039	1039
7	9	0.004	1677	1445
7	12	0.004	632	632
7	9	0.004	955	955
7	10	0.005	3663	1932
7	5	0.002	213	213
7	11	0.004	2671	1766
7	12	0.004	1284	892
7	7	0.003	1136	1136
7	7	0.003	2093	1950
7	10	0.004	774	774
7	12	0.004	1491	967
7	13	0.004	2877	2877
7	7	0.003	2640	1503
7	8	0.003	2369	1974
7	11	0.004	1071	1071
7	12	0.004	1850	1211
7	8	0.003	947	941
7	13	0.004	2467	1625
7	10	0.004	3196	2002
7	9	0.004	1755	1384
7	10	0.004	1625	1298
7	16	0.005	2966	2299
7	11	0.004	2752	1873
7	10	0.004	1309	1189
7	11	0.004	3371	2601
7	10	0.004	3517	2347
7	4	0.003	1319	1039
7	14	0.004	1973	1973
7	9	0.006	1705	1583
7	8	0.005	2006	1433
7	10	0.004	4297	2943
7	10	0.004	1050	988
7	8	0.003	1383	1289
7	9	0.004	2468	1799
7	8	0.005	1289	1289
7	9	0.003	2619	2591
7	13	0.005	3566	2639
7	8	0.004	2476	1911
7	8	0.003	1382	1382
7	10	0.005	2638	1910
7	8	0.004	2182	1247
7	13	0.005	2630	2563
7	15	0.005	2594	1866
7	11	0.004	2560	2313
7	6	0.003	2211	1833
7	11	0.004	2698	1889
7	14	0.005	1990	1210
7	8	0.005	3504	2128
7	10	0.004	2750	1403
7	13	0.004	2631	1960
7	13	0.004	1959	1752
7	7	0.003	2215	1597
7	13	0.004	1144	1144
7	13	0.004	3727	3040
7	15	0.005	4084	3048
7	9	0.004	667	667
7	10	0.004	1900	1495
7	9	0.003	2037	1750
7	6	0.003	666	646
7	11	0.004	1797	1359
7	11	0.007	1760	1055
7	10	0.005	3030	2089
7	12	0.006	2801	2589
7	10	0.016	2706	1756
7	13	0.007	635	635
7	4	0.003	1120	1120
7	9	0.004	1175	1066
7	11	0.004	1660	1062
7	15	0.005	2278	2153
7	14	0.005	1563	1140
7	8	0.003	1690	1167
7	9	0.004	2849	1971
7	12	0.004	1058	992
7	12	0.004	2332	1356
7	10	0.004	2834	2258
7	6	0.003	1298	1048
7	11	0.004	1833	1452
7	13	0.004	2125	1891
7	9	0.003	2192	1549
7	8	0.004	2447	1544
7	15	0.005	2120	1369
7	12	0.004	1870	1475
7	9	0.004	1844	1061
7	9	0.003	2195	1554
7	9	0.003	2127	2066
7	7	0.003	1206	1206
7	11	0.004	2827	1608
7	10	0.004	1395	793
7	11	0.004	1244	1244
7	9	0.004	2247	2075
7	12	0.004	1647	1561
7	12	0.004	3446	2872
7	8	0.003	1836	1153
7	8	0.004	1383	1012
7	14	0.005	2853	1674
7	15	0.006	1736	1352
7	8	0.003	2060	1516
7	11	0.004	438	438
7	12	0.004	2037	1799
7	9	0.004	994	679
7	7	0.004	2049	1981
7	9	0.004	3686	1904
7	8	0.003	1744	1594
7	10	0.004	3754	2892
7	15	0.005	2752	1874
7	8	0.003	1501	1195
7	10	0.004	1800	1160
7	7	0.003	1632	1264
7	10	0.004	697	697
7	11	0.004	1574	1574
7	12	0.004	3177	2848
7	14	0.005	2875	2590
7	7	0.004	2729	1874
7	9	0.003	1852	1852
7	10	0.005	2643	2166
7	7	0.003	1157	1157
7	6	0.003	1292	992
7	8	0.006	3818	2458
7	9	0.004	2397	2176
7	12	0.004	2238	2238
7	11	0.004	1909	1909
7	14	0.005	2510	1884
7	9	0.004	1150	1150
7	15	0.005	2248	1937
7	8	0.004	1966	1827
7	11	0.004	1660	1213
7	12	0.004	2779	2199
